times
-2.302745800029044
-2.398040480255136
-1.6579027477728667
-2.9958953651608096
-2.302984285362134
-2.0130995806556236
-1.748924578846946
-2.3989300678102428
-1.966778197379179
0.07764196395874023
0.06867194175720215
0.08686614036560059
0.07310199737548828
0.023110151290893555
0.055116891860961914
0.0874180793762207
0.08216500282287598
0.06406688690185547
0.06829309463500977
1.069626808166504
