times
-2.1154995368929628
-2.9101040446487203
-1.6654060359757268
-2.4926075821990104
-2.6336351589096387
-1.967692024879418
-1.9138993662119033
-2.624790574547776
-2.3032156704893962
0.08688998222351074
0.05938291549682617
0.004912853240966797
0.10032510757446289
0.017631053924560547
0.0016760826110839844
0.06459403038024902
0.07413196563720703
0.0016770362854003906
0.08672189712524414
0.9783430099487305
